8382,"Pogapa Airstrip","Pogapa","Indonesia","","",-3.752,136.8457,6460,9,"N","Asia/Jayapura","airport","OurAirports"
11242,"Bugalaga Airstrip","Bugalaga","Indonesia","","",-3.6235,136.5963,6360,9,"N","Asia/Jayapura","airport","OurAirports"
